0,5,0.853316
1,5,0.84753
2,5,0.834582
3,5,0.820431
4,5,0.794591
5,5,0.771252
6,5,0.743331
7,5,0.71103
8,5,0.682226
9,5,0.649009
10,5,0.616916
11,5,0.588584
12,5,0.557785
13,5,0.532732
14,5,0.509652
15,5,0.485374
16,5,0.468401
17,5,0.447703
18,5,0.430121
19,5,0.415482
20,5,0.395664
21,5,0.382127
22,5,0.365797
23,5,0.349625
24,5,0.33797
25,5,0.322383
26,5,0.309869
27,5,0.297945
28,5,0.283691
29,5,0.273523
30,5,0.261561
31,5,0.249008
32,5,0.240445
33,5,0.227881
34,5,0.218241
35,5,0.209379
36,5,0.19748
37,5,0.191406
38,5,0.181768
39,5,0.173554
40,5,0.168239
41,5,0.158454
42,5,0.153284
43,5,0.146553
44,5,0.138886
45,5,0.134443
46,5,0.127763
47,5,0.121591
48,5,0.118381
49,5,0.111065
50,5,0.108085
51,5,0.103876
52,5,0.0975876
53,5,0.0961045
54,5,0.0896382
55,5,0.0867176
56,5,0.0840754
57,5,0.0783471
58,5,0.0770655
59,5,0.0728638
60,5,0.068451
61,5,0.0666495
62,5,0.0610906
63,5,0.0572423
64,5,0.053564
65,5,0.0467
66,5,0.0432884
67,5,0.0373595
68,5,0.0307889
69,5,0.0278844
70,5,0.0204335
71,5,0.017453
72,5,0.0141209
73,5,0.00896494
74,5,0.00902798
75,5,0.00516032
76,5,0.00364848
77,5,0.00368165
78,5,0.000703702
79,5,0.0015429
80,5,0.000908504
81,5,-0.000918722
82,5,0.000591123
83,5,-0.000810974
84,5,-0.00110706
85,5,0.000447337
86,5,-0.00293024
87,5,-0.00189265
88,5,-0.00360154
89,5,-0.00616515
90,5,-0.0049801
91,5,-0.00767781
92,5,-0.00689784
93,5,-0.00608844
94,5,-0.0078947
95,5,-0.00625787
96,5,-0.00709182
97,5,-0.008094
98,5,-0.00625381
99,5,-0.00869514
100,5,-0.00757719
101,5,-0.00678601
102,5,-0.00814484
103,5,-0.0053713
104,5,-0.00588964
105,5,-0.00543774
106,5,-0.00285592
107,5,-0.00420291
108,5,-0.00179619
109,5,-0.000620229
110,5,-0.000845329
111,5,0.00261932
112,5,0.00285348
113,5,0.00459365
114,5,0.00815283
115,5,0.0079619
116,5,0.0114222
117,5,0.0132539
118,5,0.0137047
119,5,0.017938
120,5,0.0180172
121,5,0.0214823
122,5,0.0253337
123,5,0.0267268
124,5,0.0319713
125,5,0.0344496
126,5,0.0375522
127,5,0.042455
