0,14430
1,802
2,744
3,860
4,765
5,735
6,715
7,813
8,789
9,791
10,744
11,773
12,902
13,881
14,994
15,1034
16,1160
17,1144
18,1069
19,1255
20,1099
21,965
22,1062
23,1002
24,1175
25,991
26,910
27,1101
28,1273
29,1215
30,1586
31,1910
32,2195
33,2639
34,2805
35,3776
36,3927
37,4043
38,4782
39,5042
40,5142
41,5160
42,4194
43,4175
44,4215
45,2991
46,3062
47,2394
48,2809
49,2167
50,1819
51,2057
52,1683
53,1630
54,1637
55,1601
56,1914
57,1704
58,1550
59,1648
60,1841
61,1591
62,1771
63,1951
64,1787
65,1847
66,1742
67,2015
68,1965
69,1932
70,2093
71,2253
72,2293
73,2290
74,2236
75,2517
76,2908
77,2575
78,3050
79,3306
80,3172
81,3197
82,2977
83,3438
84,3068
85,2789
86,2943
87,2545
88,2929
89,2582
90,2081
91,2137
92,2168
93,1799
94,1785
95,1571
96,1928
97,1514
98,1305
99,1479
100,1308
101,1139
102,1150
103,1113
104,1037
105,1033
106,898
107,871
108,939
109,744
110,794
111,665
112,777
113,682
114,566
115,615
116,566
117,512
118,552
119,441
120,543
121,467
122,374
123,390
124,446
125,340
126,368
127,398
128,331
129,342
130,287
131,348
132,286
133,272
134,292
135,287
136,307
137,244
138,256
139,236
140,295
141,223
142,261
143,267
144,221
145,243
146,241
147,276
148,262
149,262
150,252
151,238
152,300
153,252
154,224
155,245
156,273
157,205
158,253
159,305
160,249
161,270
162,255
163,272
164,276
165,225
166,234
167,245
168,264
169,252
170,224
171,252
172,311
173,233
174,249
175,216
176,258
177,274
178,220
179,252
180,259
181,262
182,236
183,217
184,314
185,244
186,253
187,286
188,286
189,245
190,286
191,282
192,304
193,301
194,273
195,356
196,264
197,268
198,254
199,281
200,237
201,223
202,193
203,160
204,223
205,192
206,136
207,173
208,140
209,147
210,114
211,148
212,129
213,113
214,118
215,107
216,147
217,126
218,111
219,153
220,156
221,121
222,84
223,31
224,16
225,3
226,3
227,2
228,1
229,1
255,0
