0,1
1,1
3,2
4,2
6,6
7,6
8,8
9,11
10,12
11,13
12,19
13,29
14,31
15,36
16,45
17,53
18,71
19,70
20,92
21,100
22,104
23,128
24,115
25,141
26,152
27,194
28,231
29,232
30,234
31,275
32,265
33,288
34,280
35,287
36,334
37,298
38,315
39,342
40,316
41,335
42,334
43,342
44,387
45,358
46,353
47,305
48,325
49,358
50,378
51,351
52,359
53,363
54,384
55,364
56,363
57,390
58,396
59,366
60,409
61,406
62,419
63,397
64,458
65,408
66,388
67,388
68,388
69,389
70,429
71,412
72,427
73,449
74,395
75,412
76,448
77,400
78,446
79,461
80,497
81,451
82,463
83,513
84,524
85,563
86,541
87,512
88,659
89,587
90,603
91,641
92,698
93,696
94,737
95,712
96,801
97,858
98,874
99,947
100,974
101,1098
102,1149
103,1197
104,1384
105,1419
106,1442
107,1508
108,1754
109,1810
110,1832
111,1768
112,2150
113,2004
114,2082
115,2212
116,2211
117,2076
118,2178
119,2085
120,2372
121,2181
122,2135
123,2148
124,2185
125,2024
126,2028
127,1693
128,2032
129,1921
130,1845
131,1798
132,1788
133,1806
134,1755
135,1710
136,1780
137,1730
138,1795
139,1702
140,1700
141,1739
142,1765
143,1772
144,1840
145,1721
146,1690
147,1765
148,1668
149,1744
150,1736
151,1698
152,1776
153,1638
154,1617
155,1511
156,1643
157,1577
158,1576
159,1560
160,1570
161,1548
162,1368
163,1559
164,1461
165,1476
166,1540
167,1568
168,1597
169,1671
170,1660
171,1704
172,1835
173,1770
174,1909
175,1821
176,2153
177,2042
178,2021
179,2030
180,2112
181,2081
182,2257
183,2065
184,2360
185,2209
186,2293
187,2203
188,2529
189,2508
190,2443
191,2458
192,2748
193,2790
194,2785
195,2975
196,3067
197,3264
198,3583
199,3432
200,3485
201,3252
202,3051
203,2845
204,2601
205,2261
206,2109
207,2030
208,1869
209,1664
210,1467
211,1375
212,1168
213,1081
214,1028
215,842
216,835
217,656
218,599
219,464
220,462
221,292
222,217
223,140
224,117
225,56
226,35
227,15
228,8
231,2
255,0
