0,1
2,5
3,4
4,21
5,47
6,52
7,116
8,145
9,165
10,264
11,208
12,232
13,319
14,217
15,231
16,281
17,222
18,255
19,249
20,199
21,197
22,232
23,180
24,183
25,187
26,169
27,168
28,154
29,156
30,164
31,151
32,137
33,108
34,121
35,124
36,84
37,108
38,98
39,105
40,102
41,108
42,102
43,128
44,117
45,106
46,127
47,141
48,152
49,163
50,162
51,197
52,180
53,205
54,221
55,214
56,206
57,220
58,235
59,210
60,228
61,231
62,244
63,236
64,221
65,193
66,246
67,226
68,232
69,249
70,236
71,202
72,241
73,266
74,253
75,300
76,296
77,320
78,376
79,363
80,390
81,450
82,433
83,475
84,535
85,549
86,534
87,561
88,558
89,559
90,650
91,582
92,634
93,674
94,628
95,647
96,689
97,659
98,614
99,603
100,541
101,491
102,460
103,392
104,379
105,322
106,348
107,289
108,305
109,286
110,277
111,247
112,291
113,246
114,280
115,276
116,271
117,263
118,244
119,241
120,277
121,246
122,262
123,253
124,252
125,240
126,254
127,257
128,248
129,240
130,247
131,287
132,273
133,265
134,278
135,287
136,328
137,330
138,349
139,366
140,369
141,354
142,366
143,390
144,397
145,458
146,413
147,403
148,413
149,426
150,409
151,427
152,430
153,368
154,454
155,415
156,422
157,462
158,434
159,452
160,468
161,467
162,469
163,463
164,456
165,437
166,471
167,465
168,426
169,397
170,425
171,391
172,382
173,411
174,438
175,422
176,444
177,427
178,431
179,432
180,404
181,376
182,414
183,423
184,440
185,453
186,508
187,523
188,519
189,496
190,495
191,498
192,389
193,413
194,325
195,276
196,249
197,220
198,194
199,191
200,196
201,152
202,148
203,156
204,147
205,162
206,143
207,143
208,129
209,147
210,159
211,156
212,160
213,155
214,127
215,122
216,101
217,93
218,62
219,58
220,32
221,30
222,26
223,8
224,4
226,4
255,0
