-177,1
-175,1
-172,1
-170,2
-169,2
-168,1
-167,1
-166,5
-164,1
-163,2
-162,1
-161,3
-159,1
-158,3
-157,1
-156,1
-154,4
-153,4
-149,1
-145,1
-143,1
-142,2
-141,1
-138,2
-137,1
-136,1
-133,2
-132,1
-131,2
-129,1
-127,2
-126,1
-125,5
-124,5
-123,2
-122,1
-121,3
-120,1
-119,1
-118,2
-117,3
-116,1
-115,3
-114,4
-113,2
-112,2
-111,2
-109,3
-108,2
-107,3
-106,6
-105,3
-104,7
-103,2
-102,4
-101,5
-100,6
-99,3
-98,4
-97,3
-96,6
-95,7
-94,2
-93,6
-92,8
-91,7
-90,9
-89,6
-88,7
-87,5
-86,12
-85,5
-84,8
-83,4
-82,7
-81,8
-80,5
-79,7
-78,8
-77,7
-76,8
-75,5
-74,7
-73,7
-72,5
-71,10
-70,1
-69,8
-68,7
-67,10
-66,13
-65,12
-64,6
-63,8
-62,15
-61,8
-60,8
-59,12
-58,18
-57,23
-56,16
-55,15
-54,11
-53,21
-52,15
-51,26
-50,26
-49,15
-48,19
-47,21
-46,23
-45,31
-44,20
-43,22
-42,30
-41,19
-40,31
-39,29
-38,25
-37,38
-36,35
-35,33
-34,23
-33,47
-32,45
-31,34
-30,38
-29,63
-28,61
-27,67
-26,58
-25,79
-24,78
-23,72
-22,81
-21,120
-20,115
-19,141
-18,143
-17,156
-16,173
-15,257
-14,301
-13,339
-12,456
-11,592
-10,675
-9,981
-8,1191
-7,1542
-6,2079
-5,2768
-4,3488
-3,4244
-2,4824
-1,5282
0,5422
1,5154
2,4540
3,3756
4,2914
5,2286
6,1808
7,1431
8,1026
9,861
10,709
11,501
12,391
13,361
14,282
15,244
16,227
17,163
18,157
19,140
20,109
21,126
22,97
23,94
24,92
25,78
26,57
27,49
28,62
29,55
30,52
31,42
32,33
33,45
34,43
35,38
36,40
37,13
38,29
39,29
40,35
41,15
42,13
43,23
44,18
45,15
46,13
47,24
48,15
49,8
50,8
51,9
52,12
53,8
54,12
55,7
56,9
57,5
58,10
59,8
60,3
61,10
62,2
63,7
64,2
65,3
66,4
67,7
68,4
69,3
70,3
71,3
72,3
73,1
74,1
75,4
76,3
77,2
79,3
80,6
81,2
82,5
84,3
85,1
86,2
87,2
88,2
90,2
92,2
93,1
94,1
96,2
99,2
100,3
101,2
109,1
110,1
112,1
121,1
128,1
146,1
