0,15694
1,938
2,846
3,940
4,810
5,819
6,788
7,854
8,845
9,888
10,837
11,930
12,882
13,890
14,911
15,993
16,900
17,961
18,903
19,930
20,906
21,914
22,921
23,947
24,946
25,1007
26,1012
27,1092
28,1163
29,1163
30,1257
31,1397
32,1320
33,1380
34,1315
35,1468
36,1409
37,1456
38,1536
39,1620
40,1527
41,1661
42,1648
43,1822
44,1938
45,1891
46,1983
47,2123
48,2230
49,2139
50,2204
51,2214
52,2091
53,2083
54,2049
55,1966
56,1859
57,1702
58,1537
59,1387
60,1229
61,1099
62,965
63,965
64,825
65,720
66,659
67,645
68,606
69,573
70,516
71,568
72,517
73,522
74,512
75,527
76,482
77,486
78,451
79,528
80,478
81,459
82,441
83,477
84,430
85,475
86,457
87,413
88,477
89,462
90,421
91,475
92,411
93,430
94,392
95,457
96,419
97,415
98,432
99,417
100,408
101,404
102,403
103,403
104,435
105,440
106,412
107,429
108,466
109,386
110,422
111,407
112,493
113,490
114,449
115,477
116,475
117,481
118,519
119,487
120,489
121,484
122,486
123,527
124,560
125,559
126,515
127,622
128,586
129,546
130,536
131,634
132,589
133,544
134,545
135,635
136,610
137,593
138,629
139,655
140,639
141,626
142,635
143,724
144,706
145,686
146,711
147,750
148,731
149,747
150,820
151,766
152,867
153,903
154,887
155,915
156,957
157,937
158,960
159,1041
160,1121
161,1045
162,1116
163,1234
164,1194
165,1162
166,1233
167,1340
168,1263
169,1289
170,1290
171,1413
172,1472
173,1438
174,1555
175,1551
176,1827
177,1816
178,1808
179,1909
180,1914
181,1957
182,1946
183,2049
184,2148
185,1990
186,1990
187,1941
188,2038
189,1852
190,1890
191,1917
192,2163
193,2046
194,1908
195,2078
196,1965
197,1833
198,1895
199,2004
200,1904
201,1984
202,2059
203,2199
204,2364
205,2319
206,2518
207,2538
208,2440
209,2263
210,1952
211,1853
212,1547
213,1362
214,1248
215,1040
216,1044
217,833
218,722
219,745
220,723
221,699
222,760
223,802
224,972
225,718
226,547
227,387
228,242
229,160
230,136
231,64
232,39
233,24
234,11
235,7
236,4
237,2
255,0
